sample_entropy,shannon_entropy,rms,zero_crossing_rate,Label
1.317331790455797,0.7768614804244353,6.966203530302239e-06,0.2944444444444445,1
1.024456081879668,0.658816527573455,5.654341141437007e-06,0.1776909722222222,0
0.0927305142381794,0.7155231816158363,3.660196043227569e-05,0.1646701388888889,0
1.497688248125305,0.8152000659371569,7.237971454795608e-06,0.2430555555555556,1
1.634649842678727,0.9107884225352226,3.602806750434007e-06,0.2989583333333333,0
0.690080998295029,0.5036051444785673,2.090265882705546e-05,0.1874131944444444,1
0.7217556602817831,0.5029146997984941,1.341526830060729e-05,0.1302951388888889,1
1.527053726318453,0.8215604551105838,5.099170715489762e-06,0.2996527777777778,0
0.9602828201098208,0.6081778771982955,6.380649393718909e-06,0.2019965277777778,0
1.036270248062568,0.7011681654053337,7.376664486885765e-06,0.2855034722222222,0
0.8924032698656772,0.6068102011577733,1.874089479903854e-05,0.2405381944444444,1
1.146780980711605,0.7428139576049434,7.091033605398939e-06,0.2361979166666667,0
0.6776075827729982,0.4719901838256065,8.115127293358979e-06,0.1336805555555556,0
1.48738615406077,0.7809566497571865,7.090263446484066e-06,0.2282986111111111,0
0.4987407495714669,0.3794672534142951,1.845398940068748e-05,0.0771701388888888,0
0.7747828428684663,0.5725341221309657,1.668895099501973e-05,0.1717013888888889,1
1.883048229556909,0.7723641902148943,5.969500074686442e-06,0.3191840277777778,1
1.462866814255644,0.7113526222989643,1.094162424821428e-05,0.2912326388888889,1
0.9744049307938428,0.6240462428672323,1.028340479360987e-05,0.1525173611111111,1
1.758331187325499,0.9227831380096116,3.403805332511108e-06,0.3484375,0
1.809287169548747,0.7816914975978246,4.159358693187714e-06,0.2931423611111111,0
0.6034597240358014,0.4183034901952734,2.006298987170766e-05,0.2782118055555556,1
1.177762952371827,0.6395925732095987,1.143873465757625e-05,0.34921875,1
1.503776734163948,0.8068495676187184,4.192728794688428e-06,0.2881944444444444,1
0.2652944352668489,0.6626498674054727,4.662346212245705e-05,0.3046006944444444,1
0.2660803437159349,0.3859948404436165,3.867869401138606e-05,0.0449652777777777,1
1.461064640182654,0.7158642859173358,3.875576790332741e-06,0.2290798611111111,1
0.735239236744725,0.4268867673019293,1.298289967923769e-05,0.1272569444444444,0
1.464081382417215,0.7778709658483365,3.382163078165712e-06,0.2004340277777778,0
1.428664032058313,0.8311010114516659,1.033963626309538e-05,0.3526909722222222,1
2.050889869680454,0.9092770102516397,5.363513580322698e-06,0.4065972222222222,1
0.7258099602461046,0.4368799650062086,1.871947025410011e-05,0.3703125,1
0.7512835227890462,0.5845811154408193,9.477491607639162e-06,0.2068576388888889,0
2.059856937432815,0.9005984768758697,5.051780782537655e-06,0.4420138888888889,1
1.304825777324585,0.6737142169031879,4.808778120955876e-06,0.2227430555555556,0
1.234335143359024,0.5739482404219404,6.495465415893064e-06,0.1629340277777778,0
0.4891647979780237,0.4608753973945313,1.939767105891682e-05,0.1701388888888889,0
1.27181014495099,0.5631540851428045,6.508182078934362e-06,0.2330729166666667,1
1.853726812840219,0.7997773581913399,5.800302907301293e-06,0.3888888888888889,1
0.5821856053347582,0.6079639229857515,1.998270564916589e-05,0.190625,0
1.688478481050351,0.8459511776551819,2.897404793458409e-06,0.271875,1
0.7494399959822771,0.8294287103269269,1.210799929522442e-05,0.1753472222222222,0
0.496952280902253,0.4320902814699195,1.78852445458942e-05,0.0842013888888889,0
0.2848191843958602,0.4115490058584576,3.187351791460104e-05,0.0572048611111111,1
