wavelet_mean,sample_entropy,shannon_entropy,rms
1.425980685319924e-05,0.3676574574953219,0.3624896032322394,1.764755532794941e-05
1.290910365687779e-05,0.4087732670894818,0.375822029425161,1.530764626938613e-05
1.197187352942383e-05,0.4847258701556812,0.4057277067613335,1.410501813901102e-05
1.448540784248615e-05,0.3816791047248576,0.4199148713166879,1.787174692820471e-05
1.097018497028159e-05,0.4686010573089857,0.3980138220346165,1.421674221587618e-05
1.035896359853284e-05,0.5799144826596677,0.4015722451408164,1.216259332020482e-05
9.426037152531298e-06,0.5651594792799584,0.4121832070479113,1.102440170260537e-05
1.653424948910601e-05,0.2451392666378883,0.3281802255760414,2.129895541792814e-05
1.207103601426165e-05,0.3989654261639073,0.3732906992661634,1.57728368759882e-05
1.110956843218688e-05,0.4687181784539776,0.3921627627312783,1.406922727975839e-05
1.147324319424874e-05,0.4448169541610289,0.3598439680710513,1.423533351247058e-05
2.551843112339965e-05,0.195223857469945,0.5171476067261475,3.801409396740796e-05
2.165966484171005e-05,0.1925587091423109,0.5381900478163959,3.332043581077785e-05
1.376373394969865e-05,0.4161089752059962,0.3828284430574492,1.663809182670528e-05
1.596301264778193e-05,0.3910511761083632,0.4842867463204252,1.937391700519993e-05
1.464608198881157e-05,0.4103168065027271,0.4220936431275878,1.845389747473335e-05
1.373285984458459e-05,0.37060819419784,0.3719632590856129,1.637620057625997e-05
1.39665394738383e-05,0.4262948304926907,0.3801820437797512,1.599438405573967e-05
1.084947739519165e-05,0.4047017437661979,0.3673009392913812,1.424790445421293e-05
1.18385559270899e-05,0.3741427702212293,0.4028936727371216,1.61862048578036e-05
1.084008034686427e-05,0.4785055977452245,0.3857570514883708,1.340984307675868e-05
9.258957344394351e-06,0.5750153190543673,0.3828428546639024,1.258821458549951e-05
9.334729287086196e-06,0.6251744874033731,0.4305555921422494,1.221232204514578e-05
