sample_entropy,shannon_entropy,rms,mean_rr,sdnn,rmssd,mean_hr
0.3856638109447231,0.8038995577671899,0.0003458006410846377,0.9424603174603174,0.1472303777743634,0.1478061168743834,63.66315789473684
0.5915997959826118,0.9245364526737381,0.0001771481327705638,1.009533898305085,0.07831105753506873,0.1206824389776168,59.43336831059811
0.5350943227750944,0.9068698835929719,0.0001760605249621917,1.01885775862069,0.0878034407471893,0.08887161176209749,58.88947646747752
0.7202237635295166,0.9129561926229388,0.0001869947860422538,1.029094827586207,0.07629584302503845,0.09347547525251856,58.30366492146597
0.7270516424228827,0.8765833191935222,0.0001855047335334279,1.040021929824561,0.04370862155262006,0.07012624139466521,57.69109119662625
0.5963807197314045,0.8816297649172349,0.0001696131017227878,1.03344298245614,0.04174594258947691,0.06733528182588552,58.05835543766578
0.2625019518785613,0.764606688263474,0.000629560116897804,0.9880208333333333,0.1282255279743685,0.1423359894696527,60.72746441750132
0.3390837400464036,0.6636038642376135,0.0005584955644303072,0.9848958333333333,0.08957576276150572,0.1094695414646219,60.92014806980434
0.6123098988065057,0.8763070983539851,0.0001578049052992765,1.047697368421053,0.04225405453508266,0.06455872707133738,57.26844583987441
0.5095081458214332,0.7775328724682474,0.0002306434681901422,1.045504385964912,0.08955722579049458,0.1323850790375778,57.38856843209229
0.522882298425678,0.7563938242208509,0.0005511207986682308,0.9182692307692307,0.1774292508389032,0.2514302350274077,65.34031413612566
0.5892839982690372,0.7402464937039491,0.0003146154535577557,0.9723360655737705,0.1668147954899575,0.1852732357222705,61.70706006322445
0.5507154688336555,0.7460745701520184,0.0002711046058873491,0.9805327868852459,0.1781446759360616,0.2001382985379527,61.19122257053291
0.4648980586848002,0.8211523905383686,0.0001828212050080634,1.077840909090909,0.09933599278614937,0.08257029132357024,55.66684238270954
0.4868187820837191,0.8272015403827875,0.0001392906985154601,1.096064814814815,0.02874940358419958,0.04760632340668503,54.74128827877507
0.4024631665305425,0.848983927159123,0.0002218836361834599,1.059151785714286,0.1286680796816136,0.1674402030305419,56.64910432033719
0.5783170661918883,0.8689621285378033,0.0001417787553813003,1.073863636363636,0.04101155098322406,0.04811252243246882,55.87301587301587
0.5065560027610826,0.8648519844469637,0.0001371449944220181,1.080681818181818,0.0548405841455166,0.05737052653423023,55.5205047318612
0.4552187075943206,0.8651072633633875,0.0001482876771854326,1.078409090909091,0.1070777793309437,0.105374936843705,55.63751317175975
0.4002027141694741,0.87274480310283,0.0001832163982064863,1.042763157894737,0.146415455374369,0.1662534404853454,57.53943217665615
0.3819965712827738,0.7805770180354324,0.0003110921315289559,0.9637096774193549,0.1877680835839765,0.2116832786282839,62.25941422594142
0.4791181569708398,0.8503381481377861,0.0001381645313773968,1.106721698113208,0.03562218742215381,0.05200314339611523,54.2141715503463
0.4045672973742193,0.857751161230532,0.0002038374283332534,1.037280701754386,0.1783627603416715,0.148408126793024,57.84355179704017
0.6657151854823594,0.9162213478814825,0.0001584264684941226,1.044407894736842,0.1127414818774294,0.1266630442777777,57.4488188976378
0.7747080322321669,0.8767882740189497,0.0001325041235057888,1.098958333333333,0.04199092577238827,0.0518666877859652,54.59715639810427
0.8294912202970245,0.8661789341560603,0.0001323138663792904,1.088068181818182,0.06195527078879082,0.06601789354802619,55.14360313315927
0.8440523393198159,0.8498587773747824,0.0001322771401096123,1.112617924528302,0.03115529437175214,0.05515766300761426,53.9268680445151
0.896489753891119,0.847640490986082,0.0001311207239971035,1.103587962962963,0.06472432919926575,0.0800758779309668,54.36811746198217
0.8626190937429008,0.85062603309874,0.0001306973141126995,1.101851851851852,0.03248997418430138,0.0554715527128758,54.45378151260504
0.7316943823037744,0.863771891656187,0.0001298653033043024,1.096643518518519,0.05286514556300592,0.06800626878707303,54.71240105540897
0.7200743162352903,0.8870812132508631,0.0001299728558868093,1.044956140350877,0.05333502853954084,0.0677226404298128,57.4186778593914
0.6393133825667402,0.8629453515061504,0.000127951617668642,1.097222222222222,0.05055631867555915,0.06205620740392125,54.68354430379746
0.6716234778021761,0.8938012870480428,0.0001285803820024054,1.115566037735849,0.07905342340610551,0.09324785391426113,53.78435517970402
0.66332828561597,0.8727165363827059,0.0001293193961193046,1.094907407407407,0.04578713065938075,0.05257238944612915,54.79915433403805
0.6061820967257211,0.8467892654593172,0.0001296536491438443,1.098958333333333,0.03224683267535887,0.05463482975759611,54.59715639810427
0.6847867653359484,0.8678640094250989,0.0001299870726423421,1.078409090909091,0.03519059674364097,0.05031728036871333,55.63751317175975
0.7422154655648502,0.8522193421811733,0.0001294329608727684,1.073295454545454,0.05370445408371406,0.06519091442888399,55.90259396506088
0.6442297897298399,0.8436434417333134,0.0001286662532472423,1.078409090909091,0.03364288941610787,0.05462546084219539,55.63751317175975
0.6982002656443868,0.8801538350378874,0.0001266722071848817,1.070454545454546,0.04428174492817889,0.05846339666834283,56.05095541401273
0.4389265557338105,0.7991564777880991,0.0004014937734700912,0.9571572580645161,0.163850801490055,0.2137154847025347,62.68562401263823
0.8921537265734905,0.8944717555719984,0.0002246378766961678,0.9153846153846154,0.129918044261958,0.1878658540064226,65.54621848739497
0.5783286558196618,0.9248354564796759,0.0001389298719491099,1.022090517241379,0.09950182698760054,0.08642827367955506,58.70321560358461
0.5111137836320202,0.9169659065951695,0.0001537984018051567,1.027478448275862,0.1052689216802855,0.09724832565193739,58.395385422129
0.6210679868973579,0.9209605355376245,0.0001597433949066654,1.032866379310345,0.102570415421062,0.1024808764787833,58.0907668231612
0.6247300150294147,0.9160066413112683,0.000136880286801443,1.039473684210526,0.06291700681116129,0.07074519639169857,57.72151898734177
0.4372533146521979,0.8728787331937965,0.0001359236405690095,1.06640625,0.05697159306439169,0.06514298085400648,56.26373626373626
0.4354133814002339,0.8595670838959616,0.0001365997937117371,1.080113636363636,0.02780029505164788,0.04677844994898431,55.54971067859022
0.4323244724958979,0.8900943951536855,0.0001714133346934069,1.063616071428571,0.09863823879420937,0.1137712267906721,56.41133263378804
0.5782724014734871,0.932237292419001,0.0001479708750816965,1.081818181818182,0.05445067523050427,0.05938413672391344,55.46218487394958
0.4863352591531201,0.8764308632471332,0.0001489134607512334,1.065848214285714,0.06460694481431385,0.07596444293818715,56.29319371727749
0.3876570000340635,0.8759443448086909,0.0001511303173032567,1.076704545454545,0.02652867620438352,0.04231270002414562,55.72559366754618
0.4261710020366502,0.8805552208266227,0.0001507668930224097,1.081818181818182,0.0282609775351043,0.04658474953124562,55.46218487394958
0.4719420677391503,0.8716389139596005,0.00014991586493748,1.065290178571429,0.06395537256810607,0.0747866283016374,56.32268203247774
0.6091709889186171,0.9409318952342483,0.0001542904245862895,1.057477678571429,0.04716309744580394,0.06178569082651007,56.73878627968337
0.6413216296631924,0.9597684015970753,0.0001584871695261347,1.03125,0.08857863494638828,0.09654105571515412,58.18181818181818
0.4703192330834621,0.9034545819109475,0.0001468761676223774,1.065290178571429,0.06894169341581001,0.0827870351070636,56.32268203247774
