sample_entropy,shannon_entropy,rms,mean_rr,sdnn,rmssd,mean_hr,Label
0.6595093614738134,0.9095030601656734,0.0002348971347945,0.74609375,0.0390234179491943,0.0333547531389759,80.41884816753927,0
0.4093392913119812,0.868939612796123,0.0001536794055311,1.107638888888889,0.0383519479763446,0.0579092287427911,54.16927899686521,0
0.6666979604834008,0.7938854653581131,0.0001810450950859,0.6918604651162791,0.0213988835237433,0.024442309027345,86.72268907563026,1
0.769241868895997,0.9216342091499252,0.0002024413614555,0.7034970238095238,0.0711130104762794,0.0870470202530779,85.28820729772606,1
0.4904963054656421,0.8311310702662047,0.0002995989107585,0.7662337662337663,0.0254875299806941,0.0308360744395603,78.30508474576271,0
0.4349509407788887,0.8630143131266954,0.0001665129198072,0.8627717391304348,0.0301985200691479,0.0305528862841813,69.54330708661418,0
0.4796358166604989,0.9345393274543315,0.0003081920261917,0.8433098591549296,0.0727684740687203,0.1049154634183432,71.1482254697286,1
0.589589350980988,0.946090017125748,0.0002353627075533,0.8843283582089553,0.0661294412631933,0.0600859548455125,67.84810126582278,1
0.2551546741018102,0.8849900142836653,0.0003826832694591,1.031788793103448,0.1070789448712972,0.108015517281936,58.1514360313316,0
0.6720933991788656,0.9269614836052584,0.0001493117435279,1.017780172413793,0.066446537972952,0.0664848122743675,58.95182636315511,0
1.159720274708892,0.8032966669061343,5.205362811125792e-05,0.8340669014084507,0.1549320782448618,0.2163774397403099,71.93667546174142,0
0.3832475317351026,0.8477333568624404,0.0003464600877896,0.7678571428571429,0.0324167622527854,0.0295595407164661,78.13953488372093,0
0.5616748585082678,0.7928931910493721,0.0001818473815117,0.7217987804878049,0.0237139469300366,0.0314423095074215,83.12565997888068,1
0.6341149321684438,0.902375560468216,0.000163012866444,0.9005681818181818,0.0330491067549529,0.0367717753384095,66.62460567823344,1
0.7033680072257952,0.9282839065466534,0.0002309723936766,0.7291666666666666,0.0439205230578941,0.0382732772309871,82.28571428571429,0
0.689324430215813,0.8832882575131742,0.0001399892863571,0.8763786764705882,0.0380602389371658,0.0414718705242013,68.46355532249606,1
0.913719441665336,0.8494303043990098,0.0002231238562695,0.7036764705882353,0.0247281937070591,0.0243498038273118,85.26645768025078,0
0.8057141306298982,0.9213947877061957,0.0001378287823846,0.8535714285714285,0.0912681698432186,0.1443375672974064,70.2928870292887,1
